category,location_type,location,context,outcome_status,persistent_id,id,location_subtype,month,collection_location,collection_date
anti-social-behaviour,Force,"{'latitude': '51.495757', 'street': {'id': 1680330, 'name': 'On or near A3203'}, 'longitude': '-0.114501'}",,,,127544949,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.510468', 'street': {'id': 1678029, 'name': 'On or near Leicester Square'}, 'longitude': '-0.130769'}",,,,127545212,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.510623', 'street': {'id': 1678627, 'name': ""On or near St Martin's Lane""}, 'longitude': '-0.126987'}",,,,127545716,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492618', 'street': {'id': 1676554, 'name': 'On or near Longmoore Street'}, 'longitude': '-0.140402'}",,,,127547082,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.510729', 'street': {'id': 1677342, 'name': 'On or near Denman Street'}, 'longitude': '-0.135283'}",,,,127547232,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507115', 'street': {'id': 1676040, 'name': 'On or near Bolton Street'}, 'longitude': '-0.144408'}",,,,127547499,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489753', 'street': {'id': 1679761, 'name': 'On or near Jonathan Street'}, 'longitude': '-0.118623'}",,,,127561543,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.499967', 'street': {'id': 1674144, 'name': 'On or near Lowndes Square'}, 'longitude': '-0.158170'}",,,,127561765,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.500978', 'street': {'id': 1678704, 'name': 'On or near Bridge Street'}, 'longitude': '-0.125524'}",,,,127562214,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495745', 'street': {'id': 1677734, 'name': 'On or near Parking Area'}, 'longitude': '-0.132308'}",,,,127562435,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.501151', 'street': {'id': 1678482, 'name': 'On or near Great George Street'}, 'longitude': '-0.127908'}",,,,127550988,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507999', 'street': {'id': 1675219, 'name': 'On or near Waverton Street'}, 'longitude': '-0.149719'}",,,,127551548,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.511612', 'street': {'id': 1677292, 'name': 'On or near Brewer Street'}, 'longitude': '-0.135435'}",,,,127551610,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509909', 'street': {'id': 1678560, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-0.126298'}",,,,127552311,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495286', 'street': {'id': 1677480, 'name': 'On or near Greycoat Street'}, 'longitude': '-0.134574'}",,,,127554552,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495183', 'street': {'id': 1676610, 'name': 'On or near Morpeth Terrace'}, 'longitude': '-0.139952'}",,,,127554752,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506985', 'street': {'id': 1678839, 'name': 'On or near Northumberland Avenue'}, 'longitude': '-0.124975'}",,,,127554847,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.490298', 'street': {'id': 1676708, 'name': 'On or near Denbigh Street'}, 'longitude': '-0.139243'}",,,,127562446,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.499692', 'street': {'id': 1680405, 'name': 'On or near Westminster Bridge Road'}, 'longitude': '-0.114266'}",,,,127562439,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127562246,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507446', 'street': {'id': 1677030, 'name': 'On or near Masons Yard'}, 'longitude': '-0.137521'}",,,,127555393,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.493260', 'street': {'id': 1676364, 'name': 'On or near Supermarket'}, 'longitude': '-0.141744'}",,,,127562219,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496941', 'street': {'id': 1677903, 'name': 'On or near Conference/exhibition Centre'}, 'longitude': '-0.130617'}",,,,127555118,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.485829', 'street': {'id': 1679071, 'name': 'On or near Vauxhall'}, 'longitude': '-0.122919'}",,,,127555050,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506720', 'street': {'id': 1675553, 'name': 'On or near Curzon Street'}, 'longitude': '-0.147883'}",,,,127555231,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506736', 'street': {'id': 1678642, 'name': ""On or near Craig's Court""}, 'longitude': '-0.126800'}",,,,127554489,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127554743,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.486866', 'street': {'id': 1676161, 'name': 'On or near Glasgow Terrace'}, 'longitude': '-0.142868'}",,,,127555063,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127554690,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.502888', 'street': {'id': 1679979, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.117319'}",,,,127554030,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.500978', 'street': {'id': 1678704, 'name': 'On or near Bridge Street'}, 'longitude': '-0.125524'}",,,,127554407,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.510468', 'street': {'id': 1678029, 'name': 'On or near Leicester Square'}, 'longitude': '-0.130769'}",,,,127554458,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498829', 'street': {'id': 1674458, 'name': 'On or near Halkin Place'}, 'longitude': '-0.155579'}",,,,127554429,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496508', 'street': {'id': 1676664, 'name': 'On or near Ambrosden Avenue'}, 'longitude': '-0.139610'}",,,,127554310,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492043', 'street': {'id': 1677135, 'name': 'On or near A202'}, 'longitude': '-0.136464'}",,,,127561366,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506632', 'street': {'id': 1678507, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-0.127640'}",,,,127561112,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507725', 'street': {'id': 1678750, 'name': 'On or near Corner House Street'}, 'longitude': '-0.125708'}",,,,127560718,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506720', 'street': {'id': 1675553, 'name': 'On or near Curzon Street'}, 'longitude': '-0.147883'}",,,,127561226,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489295', 'street': {'id': 1675289, 'name': 'On or near Further/higher Educational Building'}, 'longitude': '-0.147451'}",,,,127560300,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506736', 'street': {'id': 1678642, 'name': ""On or near Craig's Court""}, 'longitude': '-0.126800'}",,,,127560268,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507832', 'street': {'id': 1679120, 'name': 'On or near Villiers Street'}, 'longitude': '-0.123383'}",,,,127560200,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.491378', 'street': {'id': 1677605, 'name': 'On or near Chapter Street'}, 'longitude': '-0.133653'}",,,,127560182,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.497534', 'street': {'id': 1677829, 'name': 'On or near Old Pye Street'}, 'longitude': '-0.132307'}",,,,127560435,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.486788', 'street': {'id': 1676860, 'name': 'On or near Claverton Street'}, 'longitude': '-0.137946'}",,,,127559669,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507766', 'street': {'id': 1676493, 'name': 'On or near Nightclub'}, 'longitude': '-0.141284'}",,,,127554277,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489842', 'street': {'id': 1677640, 'name': 'On or near Rampayne Street'}, 'longitude': '-0.133183'}",,,,127553889,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.493323', 'street': {'id': 1676956, 'name': 'On or near Conference/exhibition Centre'}, 'longitude': '-0.137809'}",,,,127553986,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498535', 'street': {'id': 1674714, 'name': 'On or near Belgrave Square'}, 'longitude': '-0.152912'}",,,,127553296,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.491378', 'street': {'id': 1677605, 'name': 'On or near Chapter Street'}, 'longitude': '-0.133653'}",,,,127559666,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.503196', 'street': {'id': 1678183, 'name': 'On or near Downing Street'}, 'longitude': '-0.127032'}",,,,127559406,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507938', 'street': {'id': 1678191, 'name': 'On or near Trafalgar Square'}, 'longitude': '-0.128898'}",,,,127553282,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492618', 'street': {'id': 1676554, 'name': 'On or near Longmoore Street'}, 'longitude': '-0.140402'}",,,,127546372,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507766', 'street': {'id': 1676493, 'name': 'On or near Nightclub'}, 'longitude': '-0.141284'}",,,,127559395,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506270', 'street': {'id': 1676932, 'name': 'On or near Pall Mall Place'}, 'longitude': '-0.137627'}",,,,127546017,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.507725', 'street': {'id': 1678750, 'name': 'On or near Corner House Street'}, 'longitude': '-0.125708'}",,,,127546005,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498335', 'street': {'id': 1677860, 'name': 'On or near Abbey Orchard Street'}, 'longitude': '-0.131193'}",,,,127545743,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.491897', 'street': {'id': 1678313, 'name': 'On or near Bulinga Street'}, 'longitude': '-0.128446'}",,,,127559181,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496234', 'street': {'id': 1675983, 'name': 'On or near Terminus Place'}, 'longitude': '-0.144433'}",,,,127544473,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498315', 'street': {'id': 1675919, 'name': 'On or near Warwick Row'}, 'longitude': '-0.142994'}",,,,127544656,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489850', 'street': {'id': 1675992, 'name': 'On or near Clarendon Street'}, 'longitude': '-0.143914'}",,,,127545364,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.488986', 'street': {'id': 1679616, 'name': 'On or near Worgan Street'}, 'longitude': '-0.119562'}",,,,127559171,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489295', 'street': {'id': 1675289, 'name': 'On or near Further/higher Educational Building'}, 'longitude': '-0.147451'}",,,,127545348,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496941', 'street': {'id': 1677903, 'name': 'On or near Conference/exhibition Centre'}, 'longitude': '-0.130617'}",,,,127545314,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492103', 'street': {'id': 1674449, 'name': 'On or near Holbein Place'}, 'longitude': '-0.156197'}",,,,127545025,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495775', 'street': {'id': 1676246, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-0.142679'}",,,,127543045,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127545012,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.490298', 'street': {'id': 1676708, 'name': 'On or near Denbigh Street'}, 'longitude': '-0.139243'}",,,,127544348,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498053', 'street': {'id': 1678128, 'name': 'On or near Great Smith Street'}, 'longitude': '-0.129879'}",,,,127555174,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.486451', 'street': {'id': 1678828, 'name': 'On or near Bridgefoot'}, 'longitude': '-0.124679'}",,,,127555398,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496234', 'street': {'id': 1675983, 'name': 'On or near Terminus Place'}, 'longitude': '-0.144433'}",,,,127555586,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489988', 'street': {'id': 1674826, 'name': 'On or near Bloomfield Terrace'}, 'longitude': '-0.152652'}",,,,127556787,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.493765', 'street': {'id': 1676302, 'name': 'On or near Gillingham Street'}, 'longitude': '-0.141825'}",,,,127557315,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.510641', 'street': {'id': 1676033, 'name': 'On or near Bruton Street'}, 'longitude': '-0.144467'}",,,,127557346,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489369', 'street': {'id': 1677006, 'name': 'On or near Moreton Terrace'}, 'longitude': '-0.137984'}",,,,127557600,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127557782,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496234', 'street': {'id': 1675983, 'name': 'On or near Terminus Place'}, 'longitude': '-0.144433'}",,,,127544742,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498553', 'street': {'id': 1677378, 'name': 'On or near Caxton Street'}, 'longitude': '-0.135291'}",,,,127544174,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492545', 'street': {'id': 1675378, 'name': 'On or near Bus/coach Station'}, 'longitude': '-0.149087'}",,,,127543602,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.508087', 'street': {'id': 1678961, 'name': 'On or near Nightclub'}, 'longitude': '-0.124122'}",,,,127543599,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.493765', 'street': {'id': 1676302, 'name': 'On or near Gillingham Street'}, 'longitude': '-0.141825'}",,,,127543860,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.501162', 'street': {'id': 1680084, 'name': 'On or near Addington Street'}, 'longitude': '-0.116252'}",,,,127558785,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.486788', 'street': {'id': 1676860, 'name': 'On or near Claverton Street'}, 'longitude': '-0.137946'}",,,,127558361,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.498553', 'street': {'id': 1677378, 'name': 'On or near Caxton Street'}, 'longitude': '-0.135291'}",,,,127557758,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496234', 'street': {'id': 1675983, 'name': 'On or near Terminus Place'}, 'longitude': '-0.144433'}",,,,127557453,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496466', 'street': {'id': 1676405, 'name': 'On or near Shopping Area'}, 'longitude': '-0.141499'}",,,,127554660,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506736', 'street': {'id': 1678642, 'name': ""On or near Craig's Court""}, 'longitude': '-0.126800'}",,,,127549995,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.487500', 'street': {'id': 1677617, 'name': 'On or near Aylesford Street'}, 'longitude': '-0.133538'}",,,,127548777,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495129', 'street': {'id': 1676936, 'name': 'On or near Francis Street'}, 'longitude': '-0.138240'}",,,,127548179,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506720', 'street': {'id': 1675553, 'name': 'On or near Curzon Street'}, 'longitude': '-0.147883'}",,,,127548398,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.501349', 'street': {'id': 1674336, 'name': 'On or near Wilton Place'}, 'longitude': '-0.156270'}",,,,127547797,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.491394', 'street': {'id': 1679968, 'name': 'On or near Stoughton Close'}, 'longitude': '-0.117202'}",,,,127547142,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.486788', 'street': {'id': 1676860, 'name': 'On or near Claverton Street'}, 'longitude': '-0.137946'}",,,,127546917,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495331', 'street': {'id': 1675098, 'name': 'On or near Chester Square'}, 'longitude': '-0.149886'}",,,,127545683,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.484909', 'street': {'id': 1676699, 'name': 'On or near Grosvenor Road'}, 'longitude': '-0.139693'}",,,,127545537,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127545016,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127545017,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496320', 'street': {'id': 1676802, 'name': 'On or near Thirleby Road'}, 'longitude': '-0.138508'}",,,,127543719,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.493260', 'street': {'id': 1676364, 'name': 'On or near Supermarket'}, 'longitude': '-0.141744'}",,,,127542998,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127543042,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.489261', 'street': {'id': 1677400, 'name': 'On or near Pimlico'}, 'longitude': '-0.133408'}",,,,127543452,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.506541', 'street': {'id': 1675916, 'name': 'On or near Ashburton Place'}, 'longitude': '-0.144533'}",,,,127543663,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.511054', 'street': {'id': 1677302, 'name': 'On or near Theatre/concert Hall'}, 'longitude': '-0.135400'}",,,,127543756,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492462', 'street': {'id': 1677720, 'name': 'On or near Regency Street'}, 'longitude': '-0.132283'}",,,,127558905,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.491604', 'street': {'id': 1675292, 'name': 'On or near Police Station'}, 'longitude': '-0.149605'}",,,,127558549,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.491777', 'street': {'id': 1678087, 'name': 'On or near Erasmus Street'}, 'longitude': '-0.129920'}",,,,127558507,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.499046', 'street': {'id': 1676069, 'name': 'On or near Palace Place'}, 'longitude': '-0.142561'}",,,,127558178,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.492312', 'street': {'id': 1680133, 'name': 'On or near Gibson Road'}, 'longitude': '-0.116170'}",,,,127558140,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.490663', 'street': {'id': 1674548, 'name': 'On or near Holbein Mews'}, 'longitude': '-0.155563'}",,,,127557662,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.493260', 'street': {'id': 1676364, 'name': 'On or near Supermarket'}, 'longitude': '-0.141744'}",,,,127557566,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.495129', 'street': {'id': 1676936, 'name': 'On or near Francis Street'}, 'longitude': '-0.138240'}",,,,127557754,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.496222', 'street': {'id': 1675505, 'name': 'On or near Chester Square Mews'}, 'longitude': '-0.148236'}",,,,127557478,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.485949', 'street': {'id': 1676292, 'name': 'On or near Churchill Gardens Road'}, 'longitude': '-0.141768'}",,,,127557328,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.502888', 'street': {'id': 1679979, 'name': 'On or near Chicheley Street'}, 'longitude': '-0.117319'}",,,,127557323,,2025-04,Westminster,2025-04
anti-social-behaviour,Force,"{'latitude': '51.509491', 'street': {'id': 1678539, 'name': 'On or near William Iv Street'}, 'longitude': '-0.125924'}",,,,127557313,,2025-04,Westminster,2025-04
